,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
123,"[0.8472000360488892, 0.009400010108947754, -0.36180001497268677]",0.8472000360488892,0.009400010108947754,-0.36180001497268677,[0.3860321044921875],[-0.008880615234375],[8.767318725585938],[1.43890380859375],[32.108734130859375],1
124,"[0.9154000282287598, 0.03579998016357422, 0.03320002555847168]",0.9154000282287598,0.03579998016357422,0.03320002555847168,[0.1464385986328125],[0.0057220458984375],[8.445358276367188],[0.23040771484375],[31.818115234375],2
125,"[0.8502000570297241, -0.03539997339248657, -0.36080002784729004]",0.8502000570297241,-0.03539997339248657,-0.36080002784729004,[0.0580902099609375],[-0.0234832763671875],[7.7930450439453125],[-1.91497802734375],[31.6199951171875],1
126,"[0.912600040435791, 0.03100001811981201, 0.0615999698638916]",0.912600040435791,0.03100001811981201,0.0615999698638916,[-0.315673828125],[0.0029296875],[9.056472778320312],[0.82855224609375],[31.9603271484375],2
127,"[0.8445999622344971, -0.016200006008148193, -0.39740002155303955]",0.8445999622344971,-0.016200006008148193,-0.39740002155303955,[-0.02911376953125],[0.0353851318359375],[7.216644287109375],[-2.22625732421875],[30.946380615234375],1
128,"[0.843999981880188, -0.0681999921798706, -0.381600022315979]",0.843999981880188,-0.0681999921798706,-0.381600022315979,[-0.2620697021484375],[0.0383148193359375],[6.6394805908203125],[0.50506591796875],[30.868743896484375],1
129,"[0.9143999814987183, 0.019999980926513672, 0.012199997901916504]",0.9143999814987183,0.019999980926513672,0.012199997901916504,[-0.308258056640625],[-0.0303497314453125],[8.311843872070312],[-1.22222900390625],[33.3480224609375],2
130,"[0.8489999771118164, -0.00700002908706665, -0.34619998931884766]",0.8489999771118164,-0.00700002908706665,-0.34619998931884766,[0.01446533203125],[-0.0161590576171875],[8.504867553710938],[-3.20281982421875],[31.797393798828125],1
131,"[0.9709999561309814, -0.061399996280670166, 0.034999966621398926]",0.9709999561309814,-0.061399996280670166,0.034999966621398926,[-0.14666748046875],[0.0116729736328125],[8.223342895507812],[10.02655029296875],[34.179412841796875],2
132,"[0.8509999513626099, -0.03179997205734253, -0.3677999973297119]",0.8509999513626099,-0.03179997205734253,-0.3677999973297119,[0.0060882568359375],[0.00421142578125],[7.7892303466796875],[-0.762939453125],[31.612640380859375],1
133,"[0.9021999835968018, 0.03900003433227539, 0.07099997997283936]",0.9021999835968018,0.03900003433227539,0.07099997997283936,[-0.0637664794921875],[-0.0275115966796875],[7.5469970703125],[6.5704345703125],[31.88916015625],2
134,"[0.9110000133514404, 0.02479994297027588, 0.003399968147277832]",0.9110000133514404,0.02479994297027588,0.003399968147277832,[0.2394561767578125],[-0.002655029296875],[11.95831298828125],[0.36773681640625],[32.525665283203125],2
135,"[0.8522000312805176, -0.06220000982284546, -0.34700000286102295]",0.8522000312805176,-0.06220000982284546,-0.34700000286102295,[-0.0839996337890625],[-0.0442657470703125],[6.6333770751953125],[1.03607177734375],[30.987396240234375],1
136,"[0.8669999837875366, -0.07099997997283936, -0.36559998989105225]",0.8669999837875366,-0.07099997997283936,-0.36559998989105225,[-0.0957183837890625],[-0.0352020263671875],[6.563568115234375],[-6.86187744140625],[31.47247314453125],1
137,"[0.8317999839782715, -0.01819998025894165, -0.41019999980926514]",0.8317999839782715,-0.01819998025894165,-0.41019999980926514,[-0.0770416259765625],[-0.0085601806640625],[6.542205810546875],[0.30059814453125],[31.31195068359375],1
138,"[0.8423999547958374, -0.008199989795684814, -0.37620002031326294]",0.8423999547958374,-0.008199989795684814,-0.37620002031326294,[-0.0296173095703125],[0.0021514892578125],[6.5593719482421875],[-2.56500244140625],[31.30902099609375],1
139,"[0.9021999835968018, 0.05920004844665527, 0.0437999963760376]",0.9021999835968018,0.05920004844665527,0.0437999963760376,[-0.0794219970703125],[0.01409912109375],[9.22088623046875],[-3.72467041015625],[32.746917724609375],2
140,"[0.837399959564209, -0.08380001783370972, -0.4097999930381775]",0.837399959564209,-0.08380001783370972,-0.4097999930381775,[-0.1208038330078125],[-0.010162353515625],[6.53839111328125],[-0.45013427734375],[31.404693603515625],1
141,"[0.902999997138977, 0.04419994354248047, 0.04900002479553223]",0.902999997138977,0.04419994354248047,0.04900002479553223,[0.0009613037109375],[-0.0301666259765625],[9.538650512695312],[2.52227783203125],[32.3526611328125],2
142,"[0.9082000255584717, 0.03620004653930664, 0.05019998550415039]",0.9082000255584717,0.03620004653930664,0.05019998550415039,[0.5356292724609375],[-0.0238494873046875],[7.508087158203125],[-7.19757080078125],[31.901031494140625],2
143,"[0.8985999822616577, 0.0549999475479126, 0.048599958419799805]",0.8985999822616577,0.0549999475479126,0.048599958419799805,[-0.0040740966796875],[-0.002838134765625],[6.88629150390625],[-7.1990966796875],[32.031494140625],2
144,"[0.8727999925613403, 0.125, -0.001399993896484375]",0.8727999925613403,0.125,-0.001399993896484375,[-0.2920989990234375],[-0.0180816650390625],[6.9019317626953125],[10.74066162109375],[32.046356201171875],2
145,"[0.8375999927520752, -0.05540001392364502, -0.39139997959136963]",0.8375999927520752,-0.05540001392364502,-0.39139997959136963,[-0.145843505859375],[-0.0301666259765625],[6.5639495849609375],[1.46636962890625],[31.596405029296875],1
146,"[0.8248000144958496, -0.004999995231628418, -0.41019999980926514]",0.8248000144958496,-0.004999995231628418,-0.41019999980926514,[-0.0546112060546875],[0.0086517333984375],[6.9362640380859375],[-0.030517578125],[30.90093994140625],1
147,"[0.8264000415802002, -0.045400023460388184, -0.41519999504089355]",0.8264000415802002,-0.045400023460388184,-0.41519999504089355,[-0.0890350341796875],[-0.0158843994140625],[6.719970703125],[1.409912109375],[30.794097900390625],1
148,"[0.8370000123977661, -0.021399974822998047, -0.3978000283241272]",0.8370000123977661,-0.021399974822998047,-0.3978000283241272,[0.40118408203125],[0.022247314453125],[6.64215087890625],[1.14898681640625],[31.729339599609375],1
149,"[0.8365999460220337, -0.02899998426437378, -0.3938000202178955]",0.8365999460220337,-0.02899998426437378,-0.3938000202178955,[0.0211944580078125],[-0.0114898681640625],[7.4066162109375],[-0.06561279296875],[31.384063720703125],1
150,"[0.9033999443054199, 0.03939998149871826, 0.001799941062927246]",0.9033999443054199,0.03939998149871826,0.001799941062927246,[-0.1055145263671875],[0.0200958251953125],[8.064651489257812],[-1.90887451171875],[31.785552978515625],2
151,"[0.8810000419616699, -0.014199972152709961, 0.10800004005432129]",0.8810000419616699,-0.014199972152709961,0.10800004005432129,[-0.0911865234375],[0.02691650390625],[8.28704833984375],[-3.08380126953125],[33.462799072265625],2
152,"[0.9196000099182129, 0.014199972152709961, -0.011799991130828857]",0.9196000099182129,0.014199972152709961,-0.011799991130828857,[-0.0189971923828125],[-0.0321807861328125],[7.6625823974609375],[1.0223388671875],[33.6201171875],2
153,"[0.8566000461578369, 0.012599945068359375, -0.3378000259399414]",0.8566000461578369,0.012599945068359375,-0.3378000259399414,[0.01922607421875],[-0.0006866455078125],[8.36334228515625],[-1.605224609375],[32.319915771484375],1
154,"[0.829800009727478, -0.012000024318695068, -0.39899998903274536]",0.829800009727478,-0.012000024318695068,-0.39899998903274536,[-0.1759185791015625],[-0.0219268798828125],[6.5120697021484375],[1.5045166015625],[31.266387939453125],1
155,"[0.899399995803833, 0.08940005302429199, 0.04460000991821289]",0.899399995803833,0.08940005302429199,0.04460000991821289,[0.1230010986328125],[-0.035430908203125],[8.319091796875],[1.65557861328125],[33.53533935546875],2
156,"[0.8317999839782715, -0.08980000019073486, -0.4341999888420105]",0.8317999839782715,-0.08980000019073486,-0.4341999888420105,[-0.0466461181640625],[-0.002655029296875],[6.5704345703125],[1.49993896484375],[31.33697509765625],1
157,"[0.9162000417709351, 0.037799954414367676, 0.03059995174407959]",0.9162000417709351,0.037799954414367676,0.03059995174407959,[-0.01153564453125],[-0.00018310546875],[8.612442016601562],[-2.88543701171875],[31.874359130859375],2
158,"[0.8558000326156616, -0.04799997806549072, -0.34060001373291016]",0.8558000326156616,-0.04799997806549072,-0.34060001373291016,[0.43414306640625],[0.00604248046875],[7.7579498291015625],[3.47442626953125],[32.657135009765625],1
159,"[0.9062000513076782, 0.03240001201629639, 0.0252000093460083]",0.9062000513076782,0.03240001201629639,0.0252000093460083,[-0.4045257568359375],[-0.0302581787109375],[9.526824951171875],[-3.72467041015625],[32.1473388671875],2
160,"[0.7125999927520752, -0.4132000207901001, -0.5069999694824219]",0.7125999927520752,-0.4132000207901001,-0.5069999694824219,[0.0825347900390625],[-0.0109405517578125],[1.239776611328125],[-1.07269287109375],[32.72296142578125],1
161,"[0.7242000102996826, -0.45819997787475586, -0.4390000104904175]",0.7242000102996826,-0.45819997787475586,-0.4390000104904175,[0.04815673828125],[0.0025177001953125],[1.28326416015625],[-1.63726806640625],[32.856292724609375],1
162,"[0.6840000152587891, -0.41100001335144043, -0.5501999855041504]",0.6840000152587891,-0.41100001335144043,-0.5501999855041504,[-0.0209197998046875],[-0.0049896240234375],[1.2958526611328125],[-0.55999755859375],[32.968780517578125],1
163,"[0.891800045967102, -0.12760001420974731, -0.18080002069473267]",0.891800045967102,-0.12760001420974731,-0.18080002069473267,[0.0479278564453125],[0.002105712890625],[2.94342041015625],[0.93536376953125],[33.31787109375],2
164,"[0.9057999849319458, -0.05119997262954712, -0.18620002269744873]",0.9057999849319458,-0.05119997262954712,-0.18620002269744873,[-0.03790283203125],[-0.0113067626953125],[3.165435791015625],[0.92620849609375],[33.38726806640625],2
165,"[0.9101999998092651, -0.08020001649856567, -0.0989999771118164]",0.9101999998092651,-0.08020001649856567,-0.0989999771118164,[-0.2302093505859375],[-0.0417938232421875],[4.0554046630859375],[-1.055908203125],[33.641326904296875],2
166,"[0.9049999713897705, -0.11979997158050537, -0.16619998216629028]",0.9049999713897705,-0.11979997158050537,-0.16619998216629028,[0.1438751220703125],[-0.0178985595703125],[3.88946533203125],[1.90277099609375],[33.617095947265625],2
167,"[0.9019999504089355, -0.13859999179840088, -0.17299997806549072]",0.9019999504089355,-0.13859999179840088,-0.17299997806549072,[-0.1078033447265625],[0.0048980712890625],[3.8661956787109375],[-1.31683349609375],[33.630706787109375],2
168,"[0.6901999711990356, -0.41339999437332153, -0.5382000207901001]",0.6901999711990356,-0.41339999437332153,-0.5382000207901001,[-0.0117645263671875],[-4.57763671875e-05],[1.3042449951171875],[0.97503662109375],[32.962799072265625],1
169,"[0.715999960899353, -0.46859997510910034, -0.46380001306533813]",0.715999960899353,-0.46859997510910034,-0.46380001306533813,[0.0948028564453125],[-0.0139617919921875],[1.2516021728515625],[1.9989013671875],[32.77685546875],1
170,"[0.6854000091552734, -0.41439998149871826, -0.550599992275238]",0.6854000091552734,-0.41439998149871826,-0.550599992275238,[-0.00238037109375],[-0.00201416015625],[1.319122314453125],[0.0946044921875],[32.953765869140625],1
171,"[0.7101999521255493, -0.47860002517700195, -0.44859999418258667]",0.7101999521255493,-0.47860002517700195,-0.44859999418258667,[-0.0902252197265625],[0.0005035400390625],[1.30767822265625],[1.12457275390625],[32.841278076171875],1
172,"[0.920799970626831, -0.09619998931884766, -0.16759997606277466]",0.920799970626831,-0.09619998931884766,-0.16759997606277466,[-0.15252685546875],[-0.0414276123046875],[3.525543212890625],[-1.48162841796875],[33.650390625],2
173,"[0.7109999656677246, -0.4657999873161316, -0.4674000144004822]",0.7109999656677246,-0.4657999873161316,-0.4674000144004822,[-0.0504913330078125],[-4.57763671875e-05],[1.27105712890625],[0.653076171875],[32.859283447265625],1
174,"[0.906999945640564, -0.0626000165939331, -0.14800000190734863]",0.906999945640564,-0.0626000165939331,-0.14800000190734863,[-0.0738372802734375],[-0.021514892578125],[3.9752960205078125],[0.58441162109375],[33.632232666015625],2
175,"[0.8921999931335449, -0.11339998245239258, -0.17659997940063477]",0.8921999931335449,-0.11339998245239258,-0.17659997940063477,[0.0354766845703125],[-0.0182647705078125],[4.6031951904296875],[-2.197265625],[33.707977294921875],2
176,"[0.8985999822616577, -0.07080000638961792, -0.17580002546310425]",0.8985999822616577,-0.07080000638961792,-0.17580002546310425,[0.0254058837890625],[0.0098876953125],[4.6222686767578125],[-1.28631591796875],[33.626190185546875],2
177,"[0.7137999534606934, -0.47759997844696045, -0.45080000162124634]",0.7137999534606934,-0.47759997844696045,-0.45080000162124634,[-0.0149688720703125],[-0.00311279296875],[1.30157470703125],[0.66375732421875],[32.8577880859375],1
178,"[0.7250000238418579, -0.3863999843597412, -0.5185999870300293]",0.7250000238418579,-0.3863999843597412,-0.5185999870300293,[-0.010986328125],[0.0032501220703125],[1.2805938720703125],[-1.10931396484375],[32.71099853515625],1
179,"[0.9129999876022339, -0.09219998121261597, -0.1517999768257141]",0.9129999876022339,-0.09219998121261597,-0.1517999768257141,[-0.0831756591796875],[-0.0129547119140625],[4.7473907470703125],[0.77972412109375],[33.689788818359375],2
180,"[0.9057999849319458, -0.10820001363754272, -0.1470000147819519]",0.9057999849319458,-0.10820001363754272,-0.1470000147819519,[-0.050994873046875],[-0.0265045166015625],[4.575347900390625],[9.01031494140625],[33.711029052734375],2
181,"[0.9101999998092651, -0.09839999675750732, -0.16140002012252808]",0.9101999998092651,-0.09839999675750732,-0.16140002012252808,[-0.2350616455078125],[0.0121307373046875],[3.3588409423828125],[0.74615478515625],[33.48095703125],2
182,"[0.7294000387191772, -0.47860002517700195, -0.4294000267982483]",0.7294000387191772,-0.47860002517700195,-0.4294000267982483,[-0.0710906982421875],[0.0102081298828125],[1.2451171875],[-1.739501953125],[32.761871337890625],1
183,"[0.8968000411987305, -0.1226000189781189, -0.20340001583099365]",0.8968000411987305,-0.1226000189781189,-0.20340001583099365,[0.022064208984375],[-0.0129547119140625],[4.6146392822265625],[1.617431640625],[33.656463623046875],2
184,"[0.7294000387191772, -0.42100000381469727, -0.47699999809265137]",0.7294000387191772,-0.42100000381469727,-0.47699999809265137,[-0.0535125732421875],[-0.0020599365234375],[1.2439727783203125],[-3.20281982421875],[32.821807861328125],1
185,"[0.7178000211715698, -0.41579997539520264, -0.498199999332428]",0.7178000211715698,-0.41579997539520264,-0.498199999332428,[-0.0301666259765625],[0.001739501953125],[1.239013671875],[-0.4150390625],[32.7259521484375],1
186,"[0.884600043296814, -0.06859999895095825, -0.17820000648498535]",0.884600043296814,-0.06859999895095825,-0.17820000648498535,[-0.1912994384765625],[0.0014190673828125],[3.7601470947265625],[1.50299072265625],[33.621612548828125],2
187,"[0.9077999591827393, -0.07539999485015869, -0.15060001611709595]",0.9077999591827393,-0.07539999485015869,-0.15060001611709595,[-0.0536041259765625],[0.0164337158203125],[4.7229766845703125],[1.06048583984375],[33.711029052734375],2
188,"[0.7261999845504761, -0.4172000288963318, -0.48339998722076416]",0.7261999845504761,-0.4172000288963318,-0.48339998722076416,[0.1237335205078125],[-0.0027008056640625],[1.2493133544921875],[-0.41046142578125],[32.72894287109375],1
189,"[0.9101999998092651, -0.07819998264312744, -0.11599999666213989]",0.9101999998092651,-0.07819998264312744,-0.11599999666213989,[-0.054290771484375],[0.0018768310546875],[3.3294677734375],[0.43792724609375],[33.502105712890625],2
190,"[0.7281999588012695, -0.4765999913215637, -0.426800012588501]",0.7281999588012695,-0.4765999913215637,-0.426800012588501,[-0.0797882080078125],[0.0035247802734375],[1.2523651123046875],[1.019287109375],[32.693023681640625],1
191,"[0.7186000347137451, -0.46960002183914185, -0.44859999418258667]",0.7186000347137451,-0.46960002183914185,-0.44859999418258667,[-0.0803375244140625],[0.0023345947265625],[1.2813568115234375],[0.8392333984375],[32.871246337890625],1
192,"[0.6887999773025513, -0.40780001878738403, -0.551800012588501]",0.6887999773025513,-0.40780001878738403,-0.551800012588501,[-0.0417938232421875],[-0.002197265625],[1.3370513916015625],[-1.02996826171875],[32.968780517578125],1
193,"[0.902400016784668, -0.07599997520446777, -0.14099997282028198]",0.902400016784668,-0.07599997520446777,-0.14099997282028198,[0.0428924560546875],[0.0161590576171875],[3.46527099609375],[-0.5218505859375],[33.3812255859375],2
